2020-04-12 13:30:42.594 | INFO     | Testapi.Commom.log:Log:15 - 测试开始
2020-04-12 13:31:09.339 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:09.340 | INFO     | Testapi.Commom.log:Log:15 - 平台接口预览接口响应为文本类型,测试不通过
2020-04-12 13:31:09.342 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第34条接口
2020-04-12 13:31:09.342 | INFO     | Testapi.Commom.log:Log:15 - 接口名获取网易新闻
2020-04-12 13:31:09.343 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/getWangYiNews
2020-04-12 13:31:09.524 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:09.526 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.176006
2020-04-12 13:31:09.527 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:09.528 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200True
2020-04-12 13:31:09.530 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第35条接口
2020-04-12 13:31:09.531 | INFO     | Testapi.Commom.log:Log:15 - 接口名腾讯天气
2020-04-12 13:31:09.532 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://wis.qq.com/weather/common?source=xw&weather_type=forecast_1h|forecast_24h|index|alarm|limit|tips
2020-04-12 13:31:09.753 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.21678
2020-04-12 13:31:09.754 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:09.755 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:09.756 | INFO     | Testapi.Commom.log:Log:15 - 200需要关注的参数不在响应中,测试不通过
2020-04-12 13:31:09.757 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第36条接口
2020-04-12 13:31:09.758 | INFO     | Testapi.Commom.log:Log:15 - 接口名腾讯新闻接口
2020-04-12 13:31:09.758 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://pacaio.match.qq.com/irs/rcd?cid=56&ext=games&token=c786875b8e04da17b24ea5e332745e0f&num=20&expIds=20190106A13PFT%7C20190108A04MLS&page=0
2020-04-12 13:31:09.992 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:09.993 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.171117
2020-04-12 13:31:09.994 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:09.995 | INFO     | Testapi.Commom.log:Log:15 - 参数返回200False
2020-04-12 13:31:09.996 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第37条接口
2020-04-12 13:31:09.997 | INFO     | Testapi.Commom.log:Log:15 - 接口名一个集新闻，图片，文章，句子的接口
2020-04-12 13:31:09.998 | INFO     | Testapi.Commom.log:Log:15 - 接口url为http://meiriyikan.cn/api/json.php
2020-04-12 13:31:11.083 | INFO     | Testapi.Commom.log:Log:15 - 响应时间小于2
2020-04-12 13:31:11.083 | INFO     | Testapi.Commom.log:Log:15 - 接口响应时间为0.134669
2020-04-12 13:31:11.084 | INFO     | Testapi.Commom.log:Log:15 - 接口响应码为200
2020-04-12 13:31:11.084 | INFO     | Testapi.Commom.log:Log:15 - 一个集新闻，图片，文章，句子的接口接口响应为文本类型,测试不通过
2020-04-12 13:31:11.085 | INFO     | Testapi.Commom.log:Log:15 - 正在运行第38条接口
2020-04-12 13:31:11.085 | INFO     | Testapi.Commom.log:Log:15 - 接口名用户更新
2020-04-12 13:31:11.086 | INFO     | Testapi.Commom.log:Log:15 - 接口url为https://api.apiopen.top/updateUserInfo
